city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity
Delhi,2024-05-16,388.0,31.2,66.2,26.4,28.3,-2.9,39.0,7.0,Urban,1139.0
London,2024-05-17,448.0,52.8,62.9,30.1,36.7,28.9,22.0,10.0,Urban,1477.0
Delhi,2024-05-18,102.0,66.3,12.5,15.8,55.4,13.3,22.0,6.0,Urban,748.0
Tokyo,2024-05-19,425.0,32.7,42.1,26.1,51.5,37.6,73.0,10.0,Urban,608.0
Delhi,2024-05-20,77.0,39.5,44.7,33.7,30.7,-2.5,36.0,13.0,Suburban,541.0
Mexico City,2024-05-21,157.0,29.8,62.4,36.9,42.8,18.1,82.0,2.0,Urban,794.0
London,2024-05-22,486.0,20.1,52.5,16.5,56.1,11.4,21.0,7.0,Suburban,606.0
Delhi,2024-05-23,97.0,45.4,68.5,38.7,53.3,30.3,86.0,11.0,Urban,933.0
Delhi,2024-05-24,143.0,36.0,73.5,35.1,47.1,24.2,47.0,8.0,Suburban,1147.0
Cairo,2024-05-25,386.0,53.5,30.3,46.5,38.6,3.1,91.0,9.0,Urban,1085.0
Delhi,2024-05-26,327.0,24.3,20.3,30.0,50.3,-3.7,76.0,7.0,Suburban,1157.0
Beijing,2024-05-27,411.0,34.4,31.7,25.1,50.7,6.8,42.0,3.0,Suburban,87.0
Beijing,2024-05-28,376.0,13.0,34.5,26.1,44.1,4.8,32.0,4.0,Urban,1404.0
Delhi,2024-05-29,118.0,34.9,58.1,17.9,43.6,19.3,68.0,9.0,Urban,1021.0
Los Angeles,2024-05-30,261.0,39.5,63.9,12.3,48.7,38.3,49.0,10.0,Urban,1525.0
Los Angeles,2024-05-31,29.0,25.3,77.7,24.3,38.0,0.3,41.0,4.0,Urban,1943.0
Beijing,2024-06-01,37.0,36.3,43.4,28.1,30.4,2.3,32.0,1.0,Suburban,370.0
London,2024-06-02,392.0,39.4,28.4,32.9,40.4,36.1,45.0,2.0,Urban,1094.0
Delhi,2024-06-03,167.0,7.8,60.0,29.7,35.2,-3.3,76.0,13.0,Urban,980.0
Delhi,2024-06-04,246.0,15.6,22.8,39.8,48.1,30.2,22.0,7.0,Urban,583.0
Mexico City,2024-06-05,465.0,33.0,51.3,23.3,35.9,17.6,45.0,5.0,Urban,1351.0
São Paulo,2024-06-06,349.0,26.8,71.0,34.1,43.9,32.9,80.0,9.0,Urban,846.0
Delhi,2024-06-07,278.0,50.5,39.5,26.7,31.6,34.7,84.0,9.0,Suburban,489.0
Delhi,2024-06-08,275.0,41.3,21.4,32.0,48.5,10.1,29.0,5.0,Urban,309.0
Beijing,2024-06-09,475.0,37.4,85.5,24.9,24.9,23.4,80.0,8.0,Urban,1857.0
London,2024-06-10,181.0,44.6,63.8,45.9,46.8,15.9,65.0,9.0,Urban,337.0
Delhi,2024-06-11,80.0,45.2,40.1,36.1,45.4,18.5,81.0,13.0,Suburban,1991.0
Beijing,2024-06-12,461.0,24.9,83.3,9.2,47.9,9.5,32.0,0.0,Urban,767.0
Los Angeles,2024-06-13,34.0,43.6,18.1,36.1,30.3,30.0,69.0,9.0,Suburban,1475.0
Beijing,2024-06-14,425.0,60.9,90.0,22.5,24.2,26.4,34.0,11.0,Urban,576.0
Delhi,2024-06-15,329.0,46.5,46.9,45.5,17.4,9.0,94.0,7.0,Suburban,1732.0
Delhi,2024-06-16,96.0,30.0,37.5,38.0,37.1,16.6,73.0,12.0,Urban,1133.0
Beijing,2024-06-17,139.0,5.9,18.1,31.7,61.5,31.4,83.0,2.0,Urban,149.0
Beijing,2024-06-18,199.0,14.0,44.7,28.1,40.0,14.7,56.0,5.0,Urban,1894.0
London,2024-06-19,285.0,37.3,67.9,28.4,49.6,35.5,78.0,4.0,Urban,107.0
Mexico City,2024-06-20,253.0,21.7,57.6,31.9,20.8,12.8,84.0,10.0,Urban,199.0
Mexico City,2024-06-21,183.0,16.3,74.6,14.8,44.1,-0.3,65.0,5.0,Rural,873.0
São Paulo,2024-06-22,273.0,46.9,50.6,29.2,72.9,33.1,29.0,6.0,Urban,1589.0
Beijing,2024-06-23,124.0,52.3,63.6,20.9,44.1,6.7,31.0,14.0,Suburban,1644.0
Beijing,2024-06-24,0.0,19.0,63.9,27.1,46.3,5.7,53.0,6.0,Urban,852.0
Tokyo,2024-06-25,44.0,57.9,19.4,31.5,64.5,16.4,47.0,6.0,Suburban,1174.0
Delhi,2024-06-26,170.0,26.1,62.0,34.1,37.0,35.7,88.0,7.0,Urban,1232.0
Los Angeles,2024-06-27,276.0,37.8,67.3,28.2,14.4,24.7,46.0,9.0,Urban,755.0
Los Angeles,2024-06-28,55.0,8.9,55.4,34.2,25.8,8.3,32.0,6.0,Rural,659.0
Delhi,2024-06-29,26.0,47.8,50.5,12.9,37.4,34.4,76.0,9.0,Urban,749.0
Beijing,2024-06-30,383.0,11.0,25.3,30.6,44.1,3.1,69.0,5.0,Urban,1768.0
Delhi,2024-07-01,359.0,11.9,51.0,27.0,22.9,9.5,37.0,11.0,Suburban,1237.0
Delhi,2024-07-02,243.0,37.6,14.3,34.2,51.0,1.7,50.0,7.0,Urban,521.0
Beijing,2024-07-03,131.0,10.9,19.0,29.6,44.3,4.9,92.0,4.0,Urban,1040.0
Delhi,2024-07-04,312.0,32.5,47.0,37.4,39.3,5.4,40.0,8.0,Urban,1712.0
Los Angeles,2024-07-05,70.0,14.3,32.9,27.7,34.9,33.4,59.0,9.0,Urban,90.0
Tokyo,2024-07-06,5.0,49.3,50.8,11.5,53.5,35.5,94.0,8.0,Urban,1845.0
London,2024-07-07,415.0,47.1,64.1,28.0,53.8,39.2,67.0,10.0,Urban,809.0
Delhi,2024-07-08,382.0,22.2,47.5,28.0,46.7,13.2,54.0,4.0,Urban,483.0
Delhi,2024-07-09,450.0,45.0,34.2,40.0,37.5,34.8,79.0,13.0,Suburban,1832.0
Delhi,2024-07-10,413.0,23.3,61.2,32.1,55.0,9.2,35.0,3.0,Urban,148.0
Delhi,2024-07-11,63.0,47.0,55.5,27.5,22.0,17.6,64.0,10.0,Suburban,1933.0
Tokyo,2024-07-12,28.0,36.7,32.0,22.4,62.8,10.8,22.0,13.0,Urban,606.0
Beijing,2024-07-13,475.0,53.7,22.8,36.3,45.8,17.0,28.0,10.0,Suburban,1553.0
Delhi,2024-07-14,441.0,25.1,36.3,12.9,58.3,13.3,80.0,7.0,Urban,947.0
London,2024-07-15,234.0,33.4,60.9,29.4,40.8,7.3,54.0,7.0,Rural,481.0
Beijing,2024-07-16,282.0,41.1,61.4,21.1,36.8,5.0,69.0,12.0,Urban,148.0
Delhi,2024-07-17,59.0,58.1,58.6,20.3,59.1,11.6,67.0,8.0,Suburban,1787.0
Delhi,2024-07-18,108.0,36.0,50.9,46.4,24.9,34.4,24.0,16.0,Suburban,1300.0
Mexico City,2024-07-19,184.0,20.1,50.6,26.0,49.5,3.2,22.0,13.0,Urban,614.0
Los Angeles,2024-07-20,116.0,8.7,24.9,21.1,41.5,15.6,41.0,6.0,Suburban,781.0
Delhi,2024-07-21,274.0,30.5,57.0,15.3,43.8,1.0,24.0,7.0,Suburban,146.0
Tokyo,2024-07-22,193.0,34.6,63.6,36.0,39.1,-1.6,70.0,10.0,Urban,640.0
London,2024-07-23,131.0,3.0,7.7,39.4,45.4,22.9,62.0,1.0,Urban,1916.0
London,2024-07-24,117.0,35.2,43.6,22.4,28.6,20.4,58.0,9.0,Urban,790.0
Delhi,2024-07-25,390.0,46.7,54.5,28.8,48.4,32.6,54.0,3.0,Suburban,1256.0
Delhi,2024-07-26,322.0,14.0,48.2,23.1,19.3,-1.0,80.0,3.0,Urban,296.0
London,2024-07-27,58.0,24.7,29.3,41.2,56.1,14.7,78.0,10.0,Urban,1493.0
Beijing,2024-07-28,378.0,0.5,12.6,39.9,51.0,13.5,73.0,4.0,Urban,1767.0
Mexico City,2024-07-29,442.0,27.0,72.9,43.9,55.3,30.3,93.0,7.0,Suburban,102.0
Los Angeles,2024-07-30,127.0,24.8,47.3,21.9,61.7,34.8,63.0,4.0,Rural,95.0
Delhi,2024-07-31,208.0,47.5,43.6,28.0,52.0,19.8,26.0,5.0,Urban,841.0
Los Angeles,2024-08-01,54.0,32.6,38.5,26.0,35.9,13.4,38.0,9.0,Rural,1966.0
Tokyo,2024-08-02,488.0,42.0,71.5,24.2,18.6,34.4,63.0,10.0,Urban,517.0
Los Angeles,2024-08-03,360.0,47.0,102.3,28.0,34.3,37.7,84.0,11.0,Urban,1246.0
Beijing,2024-08-04,223.0,68.2,73.1,5.2,73.2,-1.1,67.0,10.0,Urban,461.0
London,2024-08-05,43.0,36.8,18.6,28.7,46.7,31.6,85.0,9.0,Suburban,1897.0
Beijing,2024-08-06,8.0,20.3,51.8,26.1,18.7,13.7,28.0,6.0,Urban,1941.0
Los Angeles,2024-08-07,228.0,20.9,47.5,26.1,40.1,-0.3,59.0,8.0,Suburban,501.0
London,2024-08-08,195.0,40.5,24.2,42.0,23.8,33.8,53.0,11.0,Urban,234.0
Los Angeles,2024-08-09,215.0,42.9,53.0,35.0,53.0,23.7,36.0,7.0,Urban,1379.0
Delhi,2024-08-10,197.0,39.1,85.3,41.4,38.6,28.0,46.0,11.0,Urban,476.0
Delhi,2024-08-11,475.0,24.4,62.9,28.2,45.8,21.3,84.0,4.0,Rural,1863.0
Delhi,2024-08-12,179.0,56.4,58.6,17.5,17.5,15.6,50.0,9.0,Urban,1066.0
Beijing,2024-08-13,205.0,33.7,42.3,42.4,26.7,37.1,62.0,5.0,Urban,1710.0
Beijing,2024-08-14,376.0,21.3,35.1,29.7,49.3,27.0,69.0,8.0,Urban,199.0
Mexico City,2024-08-15,174.0,54.8,47.1,20.9,54.1,1.2,33.0,10.0,Suburban,206.0
Beijing,2024-08-16,292.0,62.7,66.4,29.0,53.5,5.6,85.0,7.0,Urban,1033.0
Los Angeles,2024-08-17,365.0,59.2,47.2,13.1,44.4,29.4,49.0,13.0,Urban,364.0
Tokyo,2024-08-18,452.0,15.8,49.1,25.9,34.2,37.6,58.0,8.0,Urban,527.0
Delhi,2024-08-19,15.0,62.2,50.0,30.9,38.1,14.8,65.0,4.0,Suburban,620.0
Los Angeles,2024-08-20,312.0,27.3,66.0,23.5,12.1,5.9,34.0,11.0,Urban,1677.0
Mexico City,2024-08-21,265.0,24.6,31.4,19.1,30.2,-4.3,38.0,9.0,Urban,55.0
Beijing,2024-08-22,292.0,39.9,45.4,37.3,56.5,9.6,29.0,8.0,Suburban,258.0
Delhi,2024-08-23,491.0,30.3,46.3,30.4,38.2,19.2,46.0,5.0,Urban,640.0
Los Angeles,2024-08-24,135.0,25.9,39.7,31.0,40.9,11.5,86.0,1.0,Urban,162.0
Cairo,2024-08-25,410.0,28.1,42.7,24.0,47.5,17.9,91.0,11.0,Suburban,886.0
Los Angeles,2024-08-26,330.0,36.9,39.8,34.2,17.3,13.1,24.0,7.0,Urban,528.0
Tokyo,2024-08-27,208.0,28.6,61.6,8.2,41.5,5.0,42.0,6.0,Suburban,1576.0
São Paulo,2024-08-28,350.0,46.1,33.1,37.7,33.7,2.3,55.0,7.0,Urban,1476.0
Beijing,2024-08-29,390.0,32.3,43.5,22.4,24.0,7.1,68.0,11.0,Urban,1955.0
Mexico City,2024-08-30,22.0,22.0,12.0,19.1,29.8,2.6,40.0,3.0,Urban,65.0
Beijing,2024-08-31,276.0,16.7,31.0,36.5,57.8,37.4,22.0,0.0,Urban,297.0
São Paulo,2024-09-01,25.0,41.3,79.0,24.1,53.5,10.7,78.0,11.0,Suburban,215.0
Delhi,2024-09-02,14.0,36.7,40.2,51.9,21.9,27.8,41.0,6.0,Rural,106.0
Beijing,2024-09-03,104.0,41.2,118.0,30.5,50.1,9.0,80.0,5.0,Suburban,669.0
London,2024-09-04,100.0,36.1,34.8,38.2,48.1,24.2,93.0,3.0,Urban,168.0
Delhi,2024-09-05,291.0,41.5,79.0,27.4,45.0,19.9,63.0,10.0,Urban,174.0
Los Angeles,2024-09-06,414.0,24.4,54.4,43.7,61.0,12.6,63.0,6.0,Urban,908.0
Beijing,2024-09-07,317.0,32.1,43.6,35.7,40.6,13.9,45.0,8.0,Urban,348.0
Cairo,2024-09-08,421.0,59.3,55.6,30.8,42.9,25.6,71.0,7.0,Suburban,1781.0
Tokyo,2024-09-09,178.0,39.0,76.2,29.4,37.0,26.2,29.0,5.0,Urban,1395.0
Beijing,2024-09-10,452.0,51.3,64.7,9.2,47.1,7.4,38.0,12.0,Urban,53.0
Los Angeles,2024-09-11,122.0,15.2,59.9,40.1,46.0,35.2,72.0,4.0,Suburban,573.0
Beijing,2024-09-12,369.0,27.3,21.5,29.1,51.3,-4.1,69.0,4.0,Urban,829.0
Mexico City,2024-09-13,82.0,23.1,18.2,41.5,41.7,38.0,48.0,9.0,Urban,378.0
Mexico City,2024-09-14,290.0,16.9,67.0,34.6,38.5,7.1,85.0,4.0,Urban,1836.0
London,2024-09-15,150.0,34.1,9.9,30.9,39.6,24.6,25.0,9.0,Urban,1559.0
Delhi,2024-09-16,307.0,27.9,51.5,20.8,41.3,4.1,76.0,6.0,Urban,250.0
Delhi,2024-09-17,226.0,32.0,40.1,43.2,42.3,38.1,58.0,12.0,Urban,82.0
Los Angeles,2024-09-18,55.0,36.2,53.2,32.6,30.9,19.0,46.0,10.0,Urban,476.0
Mexico City,2024-09-19,299.0,28.9,62.4,21.7,27.0,0.8,67.0,9.0,Urban,1389.0
Beijing,2024-09-20,372.0,41.7,36.7,33.0,57.2,33.1,57.0,5.0,Urban,1998.0
Delhi,2024-09-21,435.0,48.7,34.5,19.5,46.6,37.2,76.0,2.0,Urban,499.0
Beijing,2024-09-22,455.0,7.4,53.1,22.8,33.5,30.3,81.0,0.0,Urban,1998.0
London,2024-09-23,317.0,28.1,56.9,20.6,50.9,-0.8,77.0,7.0,Suburban,1451.0
Delhi,2024-09-24,321.0,47.2,63.8,34.0,46.0,4.8,91.0,12.0,Urban,1853.0
Beijing,2024-09-25,273.0,24.5,49.6,31.0,37.2,36.5,22.0,6.0,Urban,1856.0
Tokyo,2024-09-26,466.0,58.4,37.5,18.6,46.0,33.1,42.0,13.0,Suburban,204.0
Delhi,2024-09-27,172.0,59.1,57.9,25.0,50.0,5.8,83.0,11.0,Rural,1407.0
Los Angeles,2024-09-28,249.0,19.8,49.8,20.0,47.3,18.1,33.0,5.0,Urban,1360.0
Delhi,2024-09-29,215.0,28.7,43.1,27.0,25.4,16.3,81.0,9.0,Urban,1339.0
London,2024-09-30,164.0,40.4,18.3,51.4,36.4,38.2,72.0,13.0,Urban,834.0
Los Angeles,2024-10-01,322.0,58.8,62.6,31.1,13.2,13.6,92.0,7.0,Urban,533.0
Tokyo,2024-10-02,29.0,42.1,31.4,40.7,45.5,10.0,91.0,7.0,Urban,1956.0
Delhi,2024-10-03,318.0,39.4,74.4,31.8,47.4,35.3,48.0,10.0,Rural,714.0
Beijing,2024-10-04,418.0,38.6,70.9,38.0,36.5,30.1,46.0,5.0,Rural,271.0
Los Angeles,2024-10-05,105.0,41.9,70.7,31.0,50.8,10.9,87.0,8.0,Urban,1094.0
Delhi,2024-10-06,119.0,35.5,70.7,35.2,37.6,9.3,63.0,4.0,Rural,825.0
Delhi,2024-10-07,404.0,35.4,26.2,37.5,37.9,33.4,48.0,6.0,Rural,1702.0
Delhi,2024-10-08,147.0,32.3,54.8,36.2,36.5,34.0,36.0,7.0,Urban,539.0
Cairo,2024-10-09,414.0,34.3,37.3,29.7,61.6,25.8,54.0,2.0,Suburban,1095.0
Los Angeles,2024-10-10,313.0,31.9,51.2,35.5,44.2,25.6,42.0,7.0,Rural,841.0
Mexico City,2024-10-11,490.0,56.1,54.2,32.3,57.1,19.9,44.0,13.0,Suburban,1621.0
Los Angeles,2024-10-12,238.0,45.6,67.4,26.7,32.7,34.3,80.0,9.0,Suburban,84.0
Beijing,2024-10-13,447.0,35.2,48.3,32.2,26.2,35.3,94.0,9.0,Urban,124.0
Beijing,2024-10-15,50.0,7.5,13.5,23.9,25.0,36.0,88.0,7.0,Suburban,440.0
Mexico City,2024-10-16,108.0,29.6,11.7,23.0,51.6,21.7,52.0,4.0,Urban,116.0
Delhi,2024-10-17,217.0,35.6,41.6,28.3,44.4,10.1,90.0,6.0,Urban,368.0
Tokyo,2024-10-18,136.0,33.9,33.2,18.0,34.5,14.0,84.0,7.0,Urban,858.0
London,2024-10-19,28.0,43.6,79.5,24.2,34.6,4.9,20.0,9.0,Urban,238.0
Beijing,2024-10-20,485.0,44.5,46.4,42.2,21.2,36.0,36.0,10.0,Rural,1072.0
Mexico City,2024-10-21,384.0,40.4,62.7,12.7,43.8,35.3,25.0,9.0,Suburban,308.0
Delhi,2024-10-22,175.0,18.2,42.9,24.1,41.3,20.7,43.0,1.0,Suburban,531.0
Cairo,2024-10-23,436.0,49.4,41.7,28.4,48.9,18.6,90.0,13.0,Urban,834.0
Tokyo,2024-10-24,466.0,26.7,41.7,35.1,33.0,32.9,71.0,10.0,Suburban,1790.0
Tokyo,2024-10-25,244.0,34.9,34.7,23.8,43.9,16.1,46.0,7.0,Urban,1809.0
Beijing,2024-10-26,66.0,41.7,53.3,28.1,14.8,39.0,60.0,12.0,Urban,1710.0
Delhi,2024-10-27,92.0,0.2,40.5,32.1,28.5,26.1,20.0,8.0,Suburban,256.0
Delhi,2024-10-28,413.0,30.9,21.5,20.8,32.2,30.3,72.0,11.0,Urban,976.0
Delhi,2024-10-29,229.0,4.4,24.5,31.0,38.2,14.9,26.0,4.0,Urban,1680.0
Delhi,2024-10-30,254.0,32.4,35.4,35.7,42.1,1.8,78.0,6.0,Urban,1794.0
Delhi,2024-10-31,65.0,4.8,71.5,18.8,53.2,-4.2,41.0,14.0,Urban,1537.0
Delhi,2024-11-02,45.0,26.7,67.3,21.6,55.0,-1.3,30.0,8.0,Urban,198.0
Delhi,2024-11-03,351.0,24.4,45.3,12.1,34.5,13.4,41.0,9.0,Urban,1970.0
London,2024-11-04,61.0,67.2,46.0,28.0,52.0,14.2,75.0,14.0,Suburban,1705.0
Mexico City,2024-11-05,420.0,31.8,67.3,10.3,25.6,0.5,52.0,4.0,Urban,1965.0
Los Angeles,2024-11-06,50.0,47.2,20.7,38.3,37.6,28.5,79.0,6.0,Urban,1427.0
Mexico City,2024-11-07,91.0,17.5,36.2,5.0,40.2,23.5,94.0,6.0,Urban,1253.0
Tokyo,2024-11-08,446.0,19.1,0.3,6.2,35.6,38.3,63.0,6.0,Urban,1500.0
Mexico City,2024-11-09,265.0,32.4,32.8,29.6,23.2,4.0,85.0,4.0,Suburban,1063.0
Beijing,2024-11-10,15.0,24.8,59.2,29.9,56.9,31.4,93.0,5.0,Rural,868.0
Los Angeles,2024-11-11,96.0,25.4,55.9,30.0,35.4,37.1,25.0,9.0,Suburban,1084.0
Beijing,2024-11-12,141.0,32.1,81.2,13.9,45.4,23.8,60.0,11.0,Urban,551.0
Beijing,2024-11-13,134.0,23.0,44.8,38.5,59.5,33.2,61.0,9.0,Urban,1242.0
Beijing,2024-11-14,102.0,10.2,77.4,34.4,19.5,-0.5,84.0,4.0,Rural,889.0
Delhi,2024-11-15,173.0,40.2,56.0,43.8,34.2,29.6,72.0,8.0,Urban,1060.0
Los Angeles,2024-11-16,222.0,33.0,35.7,27.0,54.6,20.3,20.0,12.0,Urban,1480.0
Delhi,2024-11-17,44.0,25.8,28.9,46.2,25.7,-0.5,39.0,9.0,Urban,750.0
Delhi,2024-11-18,127.0,59.7,82.6,1.9,52.5,27.8,49.0,15.0,Suburban,754.0
Delhi,2024-11-19,491.0,44.9,51.3,18.8,28.7,29.1,64.0,7.0,Urban,1079.0
London,2024-11-20,125.0,27.5,37.0,26.0,46.1,8.8,61.0,7.0,Rural,859.0
Beijing,2024-11-21,80.0,30.2,36.8,14.8,33.9,3.3,84.0,15.0,Rural,819.0
Mexico City,2024-11-22,446.0,0.2,80.4,42.0,36.6,3.1,54.0,5.0,Urban,1316.0
London,2024-11-23,40.0,19.9,53.7,37.4,29.5,13.1,61.0,14.0,Suburban,1889.0
Delhi,2024-11-24,330.0,38.6,30.8,59.3,37.7,36.8,59.0,10.0,Urban,143.0
Los Angeles,2024-11-25,30.0,57.0,34.3,35.0,56.8,-1.1,48.0,15.0,Urban,1240.0
Beijing,2024-11-26,148.0,23.4,32.9,24.3,46.7,16.8,88.0,4.0,Urban,135.0
Delhi,2024-11-27,339.0,28.8,50.8,27.0,38.9,18.5,61.0,1.0,Rural,293.0
Mexico City,2024-11-28,160.0,34.5,81.9,25.2,45.5,10.4,91.0,0.0,Suburban,80.0
Tokyo,2024-11-29,310.0,37.8,20.3,41.0,33.0,11.4,23.0,14.0,Urban,112.0
Delhi,2024-11-30,184.0,17.5,47.0,32.0,49.1,37.9,58.0,10.0,Rural,1000.0
Mexico City,2024-12-01,171.0,15.7,75.1,45.6,36.3,29.3,37.0,3.0,Urban,1341.0
Delhi,2024-12-02,197.0,72.6,46.7,27.7,37.3,11.4,21.0,10.0,Rural,1536.0
Mexico City,2024-12-03,24.0,10.6,58.8,40.1,8.9,4.5,21.0,4.0,Urban,283.0
Mexico City,2024-12-05,300.0,40.5,11.4,29.1,13.2,5.7,44.0,5.0,Urban,1320.0
Mexico City,2024-12-06,174.0,33.3,46.0,29.9,41.8,21.9,46.0,7.0,Rural,1026.0
Delhi,2024-12-07,484.0,38.6,31.2,37.9,31.5,3.8,58.0,8.0,Urban,1752.0
Mexico City,2024-12-09,369.0,36.0,76.9,14.4,37.1,3.0,81.0,10.0,Urban,1552.0
Mexico City,2024-12-10,359.0,42.3,58.9,30.2,28.0,8.3,21.0,11.0,Urban,393.0
Delhi,2024-12-11,399.0,60.0,65.3,44.7,49.7,32.9,46.0,7.0,Urban,619.0
Beijing,2024-12-13,102.0,9.2,77.7,44.1,27.6,20.3,73.0,8.0,Suburban,1391.0
Delhi,2024-12-14,404.0,9.5,62.3,48.2,47.3,2.7,47.0,1.0,Suburban,1406.0
Delhi,2024-12-15,460.0,38.2,34.3,26.7,52.2,24.9,55.0,11.0,Suburban,710.0
Beijing,2024-12-16,203.0,22.6,13.7,40.5,64.5,-3.5,69.0,12.0,Rural,1019.0
Los Angeles,2024-12-17,267.0,37.5,75.6,42.6,46.8,-1.4,53.0,4.0,Rural,637.0
Delhi,2024-12-18,362.0,40.0,27.2,13.9,36.8,2.7,72.0,10.0,Urban,1313.0
London,2024-12-19,222.0,61.0,61.6,24.4,44.3,6.9,71.0,14.0,Urban,205.0
Beijing,2024-12-20,196.0,29.5,67.7,18.7,50.3,-3.4,71.0,14.0,Urban,1329.0
Los Angeles,2024-12-21,496.0,31.9,32.3,45.7,43.3,35.5,72.0,9.0,Urban,933.0
Beijing,2024-12-22,387.0,17.6,90.3,29.5,45.2,11.4,51.0,6.0,Suburban,77.0
Beijing,2024-12-23,466.0,33.2,36.8,38.9,49.9,39.2,27.0,14.0,Urban,1668.0
Mexico City,2024-12-24,331.0,17.8,36.1,20.9,45.9,20.2,25.0,5.0,Urban,467.0
Tokyo,2024-12-25,42.0,42.4,49.8,29.5,25.7,-4.3,70.0,3.0,Rural,1295.0
Beijing,2024-12-26,336.0,28.5,47.0,30.0,40.2,22.9,46.0,7.0,Urban,150.0
Beijing,2024-12-27,187.0,29.9,37.4,36.6,56.8,6.4,30.0,7.0,Urban,367.0
Mexico City,2024-12-28,440.0,46.5,46.5,33.1,20.8,16.6,76.0,8.0,Urban,1837.0
Los Angeles,2024-12-29,459.0,34.5,65.6,34.0,29.5,30.4,47.0,7.0,Suburban,1259.0
Delhi,2024-12-30,412.0,46.8,39.9,37.0,33.8,5.5,35.0,8.0,Urban,1247.0
Beijing,2024-12-31,270.0,24.5,41.4,11.6,43.8,36.4,52.0,1.0,Suburban,875.0
